indice,nombre,categoria,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),"fibra, dietetica total",carbohidratos,ácido graso 22:6 n-3 (ácido docosahexaenóico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),colesterol,ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),ácido graso 20:5 (ácido eicosapentaenóico),Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
271,"Vaca/buey, solomillo, a la plancha",Carne,0.0,167,5.8447,28.1,64.0,0.0,0.0,,2.7,0.27,2.6,,,,,,0.06,,,,,1e-12,1e-12,0.0003,1.5e-05,0.0045,0.0003,8.999999999999999e-05,2e-06,0.0004,0.0,0.006,0.003,0.4,0.025,0.06,0.24,6e-06,3e-06,0.0043
272,"Vaca/buey, solomillo, crudo",Carne,0.0,136,4.5,23.5,72.0,0.0,0.0,,1.9,0.2,2.0,,,,,,0.051,,,,,1e-12,5e-07,0.00045,4e-06,0.0063,0.0008,0.00045,2e-06,0.00026000000000000003,0.0,0.005,0.005,0.29,0.022,0.088,0.21,1e-06,8e-06,0.0018
273,Almeja,Pescado,0.0,48,1.61,10.7,88.8,0.0,0.0,0.206,0.24,0.59,0.34,,0.04,0.2,0.07,0.08,0.04,0.02,0.01,0.025,0.024,9e-05,1e-12,0.0004,1.6e-05,0.0040999999999999995,0.00014000000000000001,4e-05,1e-12,0.00014000000000000001,1e-12,0.075,0.024,0.314,0.051,0.056,0.13,0.00016,2.43e-05,0.0013
274,Almejas en conserva,Pescado,0.0,81,0.4,17.43,80.7,0.0,1.5,,0.04,0.121,0.1,,,,,,0.041,,,,,8.98e-05,1e-12,0.00037,1.2800000000000001e-05,0.0040999999999999995,0.00014000000000000001,2.9999999999999997e-05,5e-06,2.9999999999999997e-05,0.0,0.1424,0.0256,0.314,0.0508,0.056,0.169,2.71e-05,2.43e-05,0.0013
275,Anchoas,Pescado,0.0,204,9.71,28.89,61.0,0.0,0.0,,3.77,2.562,2.203,,,,,,0.085,,,,,6.740000000000001e-05,1.18e-05,0.00333,1.85e-05,0.0038,0.000363,7.8e-05,3.4e-06,0.000203,0.0,0.232,0.00463,0.554,0.069,3.668,0.262,1e-12,6.809999999999999e-05,0.00244
276,"Anguila, al horno",Pescado,0.0,223,14.2222,23.7,59.3,0.0,0.0,,7.1,2.1,3.6,,,,,,0.16,,,,,0.00098,5e-06,0.0056,3e-06,0.0045,0.0003,0.00017999999999999998,1e-06,8e-05,0.0,0.025,0.0006,0.34,0.02,0.065,0.27,2.5e-05,8.3e-06,0.003
277,"Anguila, cruda",Pescado,0.0,219,15.525,19.97,61.9667,0.0,0.0,,7.031,2.5898,3.9968,,,,,,0.15,,,,,0.0012,4.9000000000000005e-06,0.00414,2.8999999999999998e-06,0.0014,0.00035,0.0002,1e-06,0.00025,1e-12,0.019,0.0012,0.27,0.019,0.089,0.31,2.5e-05,6.5e-06,0.0025
278,"Anguila, hervida",Pescado,0.0,197,12.7778,20.5,62.0,0.0,0.0,,6.4,1.8,3.3,,,,,,0.14,,,,,0.001,5e-06,0.00414,4e-06,0.0025,0.00034,0.00013000000000000002,1e-06,0.00025,0.0,0.02,0.0008,0.2,0.02,0.08,0.23,2.5e-05,8.3e-06,0.0025
279,"Angula, cruda",Pescado,0.0,213,16.5,16.3,67.2,0.0,0.0,,8.9,1.3,2.8,,,,,,0.05,,,,,0.001,0.00011,0.0056,1.3e-05,0.0055,0.00032,0.00017,1e-06,0.0003,1e-12,0.03,0.001,0.27,0.019,0.09,0.17,1e-05,,0.0018
280,"Arenque, ahumado",Pescado,0.0,254,13.9,23.0,59.0,0.0,0.0,1.806,4.32,5.67,3.48,0.031,1.061,1.725,0.316,1.743,0.05,0.356,1.047,0.088,1.2,1.3e-05,2.35e-05,0.001,1e-05,0.0025,0.0004,8e-05,5e-06,0.00045,0.0,0.06,0.0018,0.52,0.05,0.55,0.428,1.0000000000000001e-07,5.2600000000000005e-05,0.0005
281,"Arenque, salado",Pescado,0.0,300,26.0,17.0,57.0,0.0,0.0,,7.6,11.6,6.4,,,,,,0.013,,,,,5e-05,4e-05,0.00171,8e-06,0.004,0.00022,2.9999999999999997e-05,3e-06,0.0013,0.0027,0.02,0.001,0.075,0.036,2.61,0.22,1.8e-05,2.2e-05,0.0005
282,Atún,Pescado,0.0,180,8.08,26.53,64.02,0.0,0.0,,3.313,3.72,1.05,,,,,,0.031,,,,,6.220000000000001e-05,5e-06,0.0023,1.6800000000000002e-05,0.011698,7.9e-05,1.7e-05,1e-12,0.00043,0.0022,0.004,0.00065,0.333,0.034,0.396,0.267,8e-06,6.0100000000000004e-05,0.00047
283,Atun en aceite vegetal,Pescado,0.0,205,12.1,23.81,61.4,0.0,0.0,,3.6,5.5,1.8,,,,,,0.039799999999999995,,,,,6.220000000000001e-05,2.47e-05,0.0063,1.6800000000000002e-05,0.0136,0.0001,0.0001,5e-06,0.00041999999999999996,1e-12,0.0277,0.0012,,0.0282,,,3.4200000000000005e-05,,0.0011
284,Atún en escabeche,Pescado,0.0,101,0.6,23.5,75.9,0.0,0.0,,0.1,0.21,0.23,,,,,,0.051,,,,,6.5e-05,4e-06,0.00055,1.6e-05,0.0188,0.00011,2e-05,4.2999999999999995e-06,0.00047,0.0,0.008,0.001,0.23,0.027,0.32,0.17,1.3e-05,7.8e-05,0.0007
285,"Atún, al horno",Pescado,0.0,190,7.8889,29.4,61.0,0.0,0.0,,2.0,2.8,2.3,,,,,,0.048,,,,,3.4e-05,5.7999999999999995e-06,0.001,1.6e-05,0.0105,0.00015,0.0002,8e-06,0.00053,1e-12,0.035,0.0012,0.31,0.02,0.047,0.2,3e-05,3.6e-05,0.0009
286,"Atún, al natural",Pescado,0.0,101,0.6,23.5,75.9,0.0,0.0,,0.1,0.2,0.2,,,,,,0.051,,,,,6e-05,4e-06,0.00055,7e-06,0.01878,0.00011,2e-05,4e-06,0.00047,0.0,0.028,0.001,0.23,0.027,0.32,0.17,1.3e-05,8.04e-05,0.0007
287,"Atún, crudo",Pescado,0.0,119,3.3,22.0,67.3,0.0,0.0,0.648,0.65,1.32,0.96,,,0.508,0.186,0.262,0.028,0.029,0.007,0.077,0.101,2.6e-05,7.2000000000000005e-06,0.001,1.5e-05,0.0128,0.00013000000000000002,0.0001,4e-06,0.0004,1e-12,0.016,0.0013,0.4,0.033,0.047,0.23,8e-06,8.2e-05,0.0007
288,"Atún, plancha",Pescado,0.0,200,12.0,23.0,65.0,0.0,1e-12,,2.39,3.07,2.77,,,,,,0.055,,,,,6e-05,2.5e-05,0.0,1.5e-05,0.0178,0.0002,4e-05,5e-06,0.00041,0.0,0.038,0.0013,0.04,0.028,0.04,0.2,1e-05,4.68e-05,0.0011
289,Bacaladilla,Pescado,0.0,77,0.7,17.4,81.9,0.0,0.0,0.138,0.08,0.28,0.18,,,,,,0.046,0.002,0.004,0.001,0.108,1e-12,1e-12,0.00044,1.2e-05,0.004900000000000001,7.000000000000001e-05,8e-05,2e-06,0.00033,1e-12,0.016,0.0003,0.32,0.023,0.077,0.218,3e-05,2.8e-05,0.0004
290,"Bacalao, ahumado",Pescado,0.0,80,0.55,18.3,81.2,0.0,0.0,,0.2,0.2,0.1,,,,,,0.056,,,,,2e-06,4e-06,0.00044,5e-06,0.002,5e-05,4e-05,1e-06,0.00017,0.0035,0.009,0.0001,0.39,0.025,1.17,0.19,1.1e-05,0.00014780000000000001,0.0004
291,"Bacalao, crudo",Pescado,0.0,83,1.0,18.2,79.9,1e-12,1e-12,,0.17,0.33,0.17,,,,,,0.061,,,,,5e-06,1e-12,0.00047,1.2e-05,0.0024,5e-05,5e-05,1e-06,0.0002,0.0,0.013,0.0001,0.34,0.024,0.068,0.18,0.00017,2.7e-05,0.0004
292,Bacalao,Pescado,0.0,100,1.0571,22.1,76.3,0.0,0.0,,0.14,0.4,0.2,,,,,,0.058,,,,,1e-12,1e-12,0.0006,1.2e-05,0.0021000000000000003,7.000000000000001e-05,8e-05,1.5e-06,0.00033,1e-12,0.018,0.0004,0.3,0.034,0.21,0.164,0.00014769999999999999,3.76e-05,0.0004
293,"Bacalao, frito",Pescado,0.0,75,0.7,16.97,82.1,0.0,0.0,,0.1,0.3,0.1,,,,,,0.046,,,,,5.85e-06,1.17e-06,0.0004,6.3e-06,0.00441,5e-05,5.9999999999999995e-05,1.75e-06,0.00027,0.00135,0.0152,0.00028000000000000003,0.296,0.02185,0.04428,0.1615,0.00010175,2.59e-05,0.00037
294,"Bacalao, salado, crudo",Pescado,0.0,322,1.75,75.0,23.3,0.0,0.0,,0.2,0.59,0.71,,,,,,0.05,,,,,1.5e-05,5e-06,0.0013,1.4e-05,0.0011,0.00045,8e-05,5e-06,0.0006,0.0001,0.05,0.0036,0.16,0.028,8.1,0.891,6e-05,2.8e-05,0.001
295,"Bacalao, salado, remojado, crudo",Pescado,0.0,110,0.4,26.0,73.6,0.0,0.0,,1e-12,0.2,0.1,,,,,,0.05,,,,,1.5e-05,7e-06,0.001,1e-12,0.0055,5e-05,5e-05,5e-06,0.00022,0.0,0.028,0.0002,0.1,0.021,3.12,0.157,6e-05,2.7e-05,0.0004
296,Berberechos,Pescado,0.0,48,0.5,10.7,88.8,0.0,0.0,,0.03,0.13,0.05,,,,,,0.04,,,,,0.00025,1e-12,0.0004,1.7e-05,0.0040999999999999995,0.00014000000000000001,4e-05,1e-12,0.0001,1e-12,0.128,0.024,0.314,0.051,0.056,0.13,0.00016,2.43e-05,0.0013
297,Berberechos en conserva,Pescado,0.0,48,0.5,10.7,88.8,0.0,1e-12,,0.03,0.13,0.05,,,,,,0.04,,,,,0.00025,1e-12,0.00037,1.2800000000000001e-05,0.0040999999999999995,0.00014000000000000001,4e-05,1e-12,2.9999999999999997e-05,1e-12,0.128,0.024,0.043,0.051,3.52,0.204,0.00016,4.5e-05,0.0013
298,Besugo,Pescado,0.0,90,1.8,18.12,80.1,0.0,0.0,0.181,0.6,0.301,0.4,,,,,,0.0565,0.001,0.001,0.021,0.073,9e-06,1.9e-07,0.00148,1.041e-05,0.00289,5.9999999999999995e-05,5.9999999999999995e-05,2.91e-06,5e-05,0.0,0.04072,0.0008,0.31,0.02521,0.02,0.21,7.07e-06,4.5e-05,0.00044
299,"Bígaro, hervido",Pescado,0.0,95,1.2,20.75,68.25,0.0,1e-12,,0.2,0.4,0.2,,,,,,0.105,,,,,8.4e-05,1e-12,0.0039,1.1e-05,0.00185,0.00029499999999999996,0.00017,2.7e-05,0.000375,1e-12,0.13,0.0116,0.26,0.305,0.875,0.2,,8.96e-05,0.0022
300,Bogavante,Pescado,0.0,92,2.0,18.3,79.7,0.0,0.0,,0.38,0.74,0.24,,,,,,0.15,,,,,1e-12,1e-12,0.0004,1.7e-05,0.0053,0.00011,0.00011999999999999999,1e-06,5.9999999999999995e-05,1e-12,0.06,0.0007,0.22,0.034,0.27,0.261,3.7e-05,6.36e-05,0.0023
301,"Bogavante, hervido",Pescado,0.0,104,1.5714,22.1,74.3,0.0,1e-12,,0.3,0.6,0.2,,,,,,0.11,,,,,1e-12,1e-12,0.00147,9e-06,0.0015,0.0,8e-05,3e-06,8e-05,1e-12,0.062,0.0008,0.26,0.034,0.33,0.26,0.00014,5.18e-05,0.0025
302,"Bonito del norte, al vapor",Pescado,0.0,164,4.7,30.0,64.0,0.0,0.0,,0.98,2.0,1.2,,,,,,0.054,,,,,2.6e-05,3.5e-06,0.0009,1e-05,0.0112,7.000000000000001e-05,0.0002,3e-06,0.00037,1e-12,0.009,0.0016,0.277,0.028,0.043,0.182,,6.57e-05,0.0007
303,"Bonito del norte, enlatado en aceite de soja",Pescado,0.0,206,8.4,32.2,57.8,0.0,0.0,,1.8,4.2,1.8,,,,,,0.033,,,,,2.6e-05,3.1e-06,0.002,5e-06,0.008,0.0001,0.0001,5e-06,0.0005200000000000001,1e-12,0.01,0.0012,0.267,0.033,0.347,0.2,,6.0100000000000004e-05,0.0011
304,Bonito,Pescado,0.0,200,11.5,23.875,64.7,0.0,0.0,,3.1,5.4,1.8,,,,,,0.046700000000000005,,,,,,2.38e-05,0.0072,1.55e-05,0.0135,0.00011,5e-05,5e-06,0.00041999999999999996,1e-12,0.0285,0.001,0.333,0.029,0.396,,3.7e-05,6.0100000000000004e-05,0.0011
305,"Bonito, enlatado en aceite, escurrido",Pescado,0.0,204,4.73,26.23,59.5,0.0,0.0,0.925,1.03,1.26,1.13,,0.071,0.711,0.264,0.667,0.046700000000000005,0.045,0.012,0.035,0.186,5e-06,2.38e-05,0.0072,1.55e-05,0.0135,0.00011,5e-05,5e-06,0.00041999999999999996,1e-12,0.0285,0.001,0.267,0.029,0.347,0.2,,6.0100000000000004e-05,0.0011
306,Boquerón,Pescado,0.0,128,6.3,17.6,76.1,0.0,0.0,,1.33,2.18,1.65,,,,,,0.069,,,,,4.7e-05,8e-06,2e-05,8.7e-06,0.0083,0.0003,5.9999999999999995e-05,1.8999999999999998e-06,0.0011,1e-12,0.03,0.001,0.331,0.029,0.116,0.182,4.5e-05,3.65e-05,0.0005
307,"Boquerón, frito",Pescado,0.0,137,6.0,20.09,72.9,0.0,0.5,,0.81,2.3,2.3,,,,,,0.069,,,,,2.871e-05,6.3e-06,2e-05,4.57e-06,0.00684,0.00020999999999999998,5e-05,1.66e-06,1e-05,0.0,0.026789999999999998,0.00093,0.331,0.026600000000000002,0.104,0.182,1.85e-05,0.0,0.00043
308,Breca,Pescado,0.0,76,1.59,15.4,82.6,0.0,1.0,0.133,0.36,0.38,0.35,,0.022,0.158,0.122,0.214,0.048,0.025,0.007,0.02,0.128,2.2e-06,1.4e-05,0.0026,6e-06,0.0078,7.000000000000001e-05,7.000000000000001e-05,2e-06,0.00045,0.0,0.03,0.0004,0.316,0.026,0.141,0.21,7e-06,2.8e-05,0.0005
309,"Caballa, al horno",Pescado,0.0,249,20.3333,16.7,61.0,0.0,0.0,,8.2,5.2,4.9,,,,,,0.08,,,,,5e-05,7.5e-06,0.0016,5e-06,0.007,0.0004,0.00015,1e-05,0.0005,1e-12,0.017,0.0013,0.38,0.029,0.09,0.25,4.65e-05,3.1899999999999996e-05,0.0005
310,Caballa,Pescado,0.0,182,11.9,18.68,69.4,0.0,0.0,0.796,2.363,2.47,3.449,,0.102,0.616,0.355,0.705,0.076,0.07,0.037,0.067,0.267,4.5e-05,4e-06,0.0013,1.2e-06,0.01247,0.00035999999999999997,0.00013000000000000002,9e-06,0.00063,0.0,0.012,0.0012,0.386,0.03,0.084,0.244,5.1e-05,3.9e-05,0.000519
311,"Caballa, enlatada en aceite, escurrida",Pescado,0.0,208,16.6,14.9,67.85,0.0,0.0,,6.25,4.25,3.7,,,,,,0.068,,,,,5.225e-05,4.65e-06,0.0007,9e-06,0.0058,0.00020999999999999998,5e-05,7.2999999999999996e-06,0.0002,1e-05,0.017,0.00165,0.2775,0.025,0.382,0.113,4.65e-05,3.1899999999999996e-05,0.0016
312,"Cabracho o rascacio, crudo",Pescado,0.0,92,1.6857,19.0,79.0,0.0,0.0,,0.33,0.48,0.37,,,,,,0.035,,,,,5.7e-05,0.0,0.0,3.4e-06,0.0,7.000000000000001e-05,4e-05,0.0,0.0,1e-05,0.009,0.0004,0.405,0.026,0.06,0.178,,6.3e-05,0.0001
313,"Calamar, asado",Pescado,0.0,81,1.3,16.58,81.2,1e-12,0.5,,0.09,0.43,0.31,,,,,,0.222,,,,,6.3e-05,1e-12,0.00216,1e-12,0.0032400000000000003,0.00011,5.9999999999999995e-05,1.1399999999999999e-06,5e-05,1e-12,0.01764,0.00157,0.08325,0.032299999999999995,0.2476,0.20995,1e-12,4.48e-05,0.0015300000000000001
314,"Calamar, conserva",Pescado,0.0,89,2.0,17.0,80.5,0.0,0.5,,0.15,0.74,0.52,,,,,,0.2,,,,,7e-05,1e-12,0.00082,3.4e-06,0.0036,0.00014000000000000001,7.000000000000001e-05,1.3e-06,2.9999999999999997e-05,0.0,0.078,0.0017,0.09,0.036,0.43,0.185,6.4e-05,4.48e-05,0.0012
315,Calamar,Pescado,0.0,72,1.47,14.0,79.75,0.0,1.0909,0.37,0.18,0.66,0.46,,0.04,0.3,0.07,0.09,0.1875,0.01,0.0,0.02,0.17,1.5e-05,1e-12,0.0012,5e-06,0.0028,0.00016,5.9999999999999995e-05,2.1499999999999997e-06,0.000375,0.0,0.020333300000000002,0.0039,0.31633300000000003,0.0316667,0.1365,0.1585,,4.48e-05,0.0021000000000000003
316,Calamares en aceite vegetal,Pescado,0.0,217,13.8,22.5,63.1,0.0,0.6,,5.9,3.3,2.3,,,,,,0.0669,,,,,0.000125,2.8999999999999998e-06,0.0015,1e-06,0.0171,0.00015,0.00011999999999999999,9.800000000000001e-06,5.9999999999999995e-05,8.999999999999999e-05,0.0172,0.00101,0.278,0.0289,0.382,0.272,5.57e-06,3.9e-05,0.00051
317,Camarón,Pescado,0.0,83,0.6,17.6,80.3,0.0,1.5,0.185,0.2,0.1,0.1,,,,,,0.195,0.002,0.004,0.001,0.161,1e-12,1e-12,0.00285,1.2e-05,0.0032,0.0001,4e-05,7e-06,5e-05,0.0,0.079,0.0016,0.33,0.034,0.19,0.18,9e-05,2.43e-05,0.0015
318,Cangrejo,Pescado,0.0,124,5.1,19.5,75.4,0.0,,,1.13,2.18,0.69,,,,,,0.1,,,,,1e-12,1e-12,0.0023,2e-05,0.0063,0.00015,0.0001,1e-12,0.0003,0.0,0.03,0.0013,0.27,0.048,0.37,0.16,4e-05,3.74e-05,0.0038
319,Cangrejo de río crudo,Pescado,0.0,125,5.1,19.5,75.4,0.0,0.0,,1.26,2.42,0.77,,,,,,0.1,,,,,1e-12,1e-12,0.0023,2e-05,0.0063,0.00015,0.0001,1e-12,0.00035,1e-12,0.03,0.0013,0.27,0.048,0.37,0.176,4e-05,3e-06,0.0038
320,"Cangrejo, en conserva",Pescado,0.0,99,1.6143,19.7,79.37,0.0,1.0,,0.32,0.61,0.2,,,,,,0.1,,,,,1e-12,1e-12,0.0023,2e-05,0.0015,0.00015,4e-05,7e-06,0.0003,1e-12,0.097,0.002,0.17,0.038,0.72,0.2,0.0001063,3.6700000000000004e-05,0.0055
321,Caracol,Pescado,0.0,86,1.4,16.1,79.2,0.0,2.0,,0.259,0.252,0.361,,,,,,0.05,,,,,3e-05,1e-12,0.005,6e-06,0.0014,0.00011999999999999999,1e-05,5e-07,0.00013000000000000002,1e-12,0.01,0.0035,0.382,0.25,0.07,0.272,,2.74e-05,0.001
322,"Carpa, al horno",Pescado,0.0,149,7.4286,20.4,73.3,0.0,0.0,,2.5,1.5,1.2,,,,,,0.075,,,,,4.40017e-05,1e-08,0.00063,5.7999999999999995e-06,0.0015,5e-05,5e-05,1.5e-06,0.00022,0.0,0.04,0.0013,0.337,0.026,0.055,0.373,9.68e-05,1.62e-05,0.0004
323,Carpa,Pescado,0.0,116,4.95,17.75,76.7,0.0,0.0,0.643,0.48,1.05,1.14,,,,,,0.066,0.003,0.003,0.157,0.127,4.4e-05,1e-08,0.000565,8e-06,0.0022,5.9999999999999995e-05,8e-05,1.75e-06,0.00017,1e-12,0.041,0.0010500000000000002,0.34,0.033,0.045,0.2775,1e-06,1.26e-05,0.001
324,Caviar,Pescado,0.0,276,17.9,24.6,47.5,0.0,4.0,,4.631,7.405,4.06,,,,,,0.588,,,,,0.0002715,3.51e-05,0.00189,3e-05,0.00011999999999999999,0.00062,0.00019,2e-05,0.00032,0.0,0.275,0.01188,0.181,0.3,1.5,0.356,,6.55e-05,0.00095
325,Centollo,Pescado,0.0,128,5.2,20.1,74.7,0.0,0.0,,1.28,2.47,0.79,,,,,,0.1,,,,,1e-12,1e-12,0.0023,2e-05,0.0060999999999999995,0.00015,0.0001,1e-12,0.00035,1e-12,0.029,0.0013,0.27,0.048,0.37,0.312,4e-05,3.74e-05,0.0055
326,Chipiron,Pescado,0.0,82,1.4,16.25,81.7,0.0,0.7,,0.1,0.5,0.408,,,,,,0.1675,,,,,7.703e-05,1e-12,0.0027,5.12e-06,0.00704,0.00015,7.000000000000001e-05,1.31e-06,2.9999999999999997e-05,0.0,0.144,0.00032,0.28,0.037840000000000006,0.11,0.19,6.4e-05,4.48e-05,0.00108
327,Chirla,Pescado,0.0,47,0.5,10.7,88.8,0.0,0.0,,0.03,0.13,0.05,,,,,,0.04,,,,,0.00025,1e-12,0.0004,1.7e-05,0.0040999999999999995,0.00014000000000000001,4e-05,1e-12,0.0001,1e-12,0.128,0.024,0.043,0.051,0.601,0.13,0.00016,4.5e-05,0.0013
328,Cigala,Pescado,0.0,87,1.4,17.7,80.4,0.0,0.5,,0.2,0.5,0.2,,,,,,0.105,,,,,1e-12,1e-12,0.0015,1.7e-05,0.0013,5e-05,8e-05,1e-06,0.0001,0.0,0.1,0.001,0.4,0.03,0.4,0.3,3e-05,4.14e-05,0.0008
329,Congrio,Pescado,0.0,102,2.8,19.0,78.5,0.0,0.0,,0.91,0.37,0.55,,,,,,0.04,,,,,0.0005,2.2e-05,0.0040999999999999995,1.3e-05,0.0055,0.00037,0.00017,1e-06,0.00028000000000000003,1e-12,0.03,0.0007,0.34,0.03,0.05,0.202,4e-06,3e-05,0.002
330,Dorada,Pescado,0.0,78,7.22,17.0,82.0,0.0,0.0,0.527,2.13,2.46,1.49,0.003,0.251,0.884,0.304,1.337,0.067,0.966,0.124,0.037,0.312,9e-06,1.4e-05,0.00125,6e-06,0.005,8e-05,5.9999999999999995e-05,2e-06,0.00017999999999999998,1e-12,0.03,0.0009,0.3,0.025,0.073,0.18,7e-06,2.8e-05,0.0005
331,"Dorada, plancha",Pescado,0.0,93,2.7,17.0,80.3,0.0,0.0,,0.8,0.5,0.5,,,,,,0.042,,,,,8.5e-05,0.0,0.00125,0.0,0.005,8e-05,5e-05,2e-06,0.00016,0.0,0.184,0.0009,0.3,0.025,0.073,0.18,0.0,0.0,0.0005
332,Faneca,Pescado,0.0,76,1.0,15.4,82.6,0.0,1.0,,0.18,0.27,0.25,,,,,,0.048,,,,,9e-06,1.9e-07,0.0015,1.04e-05,0.005,8e-05,5.9999999999999995e-05,2.8999999999999998e-06,5e-05,0.0,0.03,0.0008,0.316,0.025,0.141,0.21,7e-06,4.5e-05,0.0005
333,Fletan,Pescado,0.0,85,1.3,17.501,80.7,0.0,0.5,,0.3,0.5,0.2,,,,,,0.056600000000000004,,,,,2e-05,1e-12,0.0010500000000000002,9.26e-06,0.00628,8.999999999999999e-05,8e-05,9.499999999999999e-07,0.0006,0.0,0.0334,0.00055,0.309,0.028300000000000002,0.1,0.195,1.614e-05,2.4e-05,0.00047999999999999996
334,Gallo,Pescado,0.0,81,1.9,15.8,82.3,0.0,0.0,0.205,0.39,0.61,0.33,,0.057,0.304,0.14,0.272,0.062200000000000005,0.027,0.014,0.027,0.09,1e-12,1e-12,1e-12,1.12e-05,0.0037,0.0001,8e-05,1.1e-06,0.00038,1e-12,0.033600000000000005,0.0009599999999999999,0.25,0.0421,0.15,0.26,1.6e-05,2.4e-05,0.0004
335,"Gamba quisquilla, congelada",Pescado,0.0,75,0.8571,16.5,81.2,0.0,1e-12,,0.2,0.3,0.1,,,,,,0.13,,,,,2e-06,1e-12,0.00285,1.4e-05,0.0005,0.0,1e-12,3e-06,8e-05,1e-12,0.13,0.0026,0.075,0.047,0.38,0.15,0.00021,2.1e-05,0.0011
336,Gamba roja,Pescado,0.0,90,1.8143,18.0,78.67,0.0,0.0,,0.37,0.6,0.3,,,,,,0.185,,,,,1.17e-08,1e-12,0.0015,5e-06,0.0015,2e-05,2e-05,1.8999999999999998e-06,5.9999999999999995e-05,1e-12,0.115,0.0033,0.221,0.069,0.305,0.215,0.00021,2.1e-05,0.0011
337,"Gamba",Pescado,0.0,96,1.71,19.78,70.0,0.0,0.0,,0.5,0.4,0.4,,,,,,0.081,,,,,0.0,0.0,0.0,0.0,0.00396,0.00014000000000000001,2e-05,0.0,5.9999999999999995e-05,0.0,0.142,0.00099,0.2275,0.03885,0.91425,0.32375,2.52e-05,1.62e-05,0.0014399999999999999
338,"Jurel",Pescado,0.0,112,1.97,15.4,78.3,0.0,0.8,0.211,0.31,0.4,0.41,,0.028,0.227,0.118,0.195,0.055,0.018,0.02,0.016,0.077,3.6e-05,1.6e-05,0.0013,4e-06,0.009,0.0003,0.00014000000000000001,1e-05,0.00016,0.0028,0.017,0.001,0.42,0.031,0.039,0.157,1e-05,3.65e-05,0.0005
339,Langosta,Pescado,0.0,91,2.0,18.0,79.7,0.0,0.0,,0.38,0.74,0.24,,,,,,0.15,,,,,1e-12,1e-12,0.0015,1.7e-05,0.0053,0.00011,0.00011999999999999999,1e-06,5.9999999999999995e-05,1e-12,0.06,0.0007,0.22,0.034,0.27,0.261,3.7e-05,4.6200000000000005e-05,0.0023
340,Langostino,Pescado,0.0,112,0.8,24.3,73.4,0.0,1.5,,0.1,0.2,0.2,,,,,,0.185,,,,,1.8e-05,1.8e-05,0.0015,2e-06,0.0032,2e-05,2e-05,1.8999999999999998e-06,5.9999999999999995e-05,0.0,0.115,0.0033,0.221,0.069,0.305,0.215,9e-05,2.43e-05,0.0011
341,Lenguado,Pescado,0.0,79,1.3,16.5,82.2,0.0,0.0,0.542,0.27,0.43,0.18,,0.18,0.54,0.13,0.37,0.06,0.15,0.02,0.07,0.193,1e-12,1e-12,0.0011,1.1e-05,0.0055,0.00011999999999999999,0.0001,1e-06,0.00043,1e-12,0.03,0.0007,0.23,0.029,0.1,0.26,3e-05,4.4e-05,0.0004
342,"Lenguado, al horno",Pescado,0.0,74,0.9571,16.0,81.6,0.0,0.0,,0.2,0.32,0.15,,,,,,0.05,,,,,0.0,0.0,0.0008,7e-06,0.0017,8e-05,5e-05,7e-07,0.0002,0.0,0.025,0.0007,0.25,0.029,0.085,0.175,1.66e-05,1.93e-05,0.0006
343,"Lenguado, frito",Pescado,0.0,93,2.2,17.9,79.5,0.0,0.0,,0.6,0.5,0.3,,,,,,0.042,,,,,0.0,0.0,0.0,1e-05,0.0065,0.0001,0.00026000000000000003,2e-06,0.00039,0.0,0.051,0.0003,0.28,0.022,0.12,0.18,2.8e-05,3.6e-05,0.0005
344,Lenguado,Pescado,0.0,135,7.97,15.36,76.2,0.0,0.47,,3.7,0.88,1.79,,,,,,0.06116,,,,,1.9260000000000002e-05,2e-08,0.00028000000000000003,1.023e-05,0.00512,0.00011,8.999999999999999e-05,9.300000000000001e-07,0.0004,0.0,0.02826,0.00066,0.21442,0.02702,0.09326000000000001,0.24221,2.791e-05,0.0,0.00038
345,"Lija, cruda",Pescado,0.0,136,7.0,18.0,75.0,0.0,0.0,,2.1,2.1,1.2,,,,,,0.063,,,,,0.00019,9.1e-06,0.001,3e-06,0.006,0.00029,0.00017,5e-06,0.00037,1e-12,0.008,0.0009,0.29,0.021,0.12,0.23,0.00026,3.65e-05,0.0004
346,Lubina,Pescado,0.0,85,1.3,18.0,80.7,0.0,0.0,0.461,0.48,0.36,0.27,0.004,0.16,0.68,0.16,0.8,0.068,0.52,0.1,0.02,0.263,1e-12,1e-12,0.0005,3e-06,0.0067,0.00016,0.00011,4e-06,0.0002,1e-12,0.02,0.0011,0.34,0.026,0.069,0.41,7e-06,3.65e-05,0.0008
